 Power, Latitude, Longitude
-78,21.137661,72.762077
-70,21.137661,72.762077
-74,21.137661,72.762077
-74,21.137661,72.762077
-74,21.137661,72.762077
-70,21.137661,72.762077
-16,21.137661,72.762077
-74,21.137661,72.762077
-74,21.137661,72.762077
-16,21.137661,72.762077
-78,21.137661,72.762077
-72,21.137661,72.762077
-76,21.137661,72.762077
-66,21.137661,72.762077
-66,21.137684,72.762161
